ID;Case Number;Date;Block;IUCR;Primary Type;Description;Location Description;Arrest;Domestic;Beat;District;Ward;Community Area;FBI Code; X Coordinate;Y Coordinate;Year;Updated on;Latitude;Longitude;Location
13743342;JJ142823;02/07/2025 18.41;088XX S BISHOP ST;2826;OTHER OFFENSE;HARASSMENT BY ELECTRONIC MEANS;RESIDENCE;FALSE;TRUE;2222;22;21;71;26;1168214;1846083;2025;2025 Feb 15 03:41:40 PM;41.73318193;-87.65933922;POINT (-87.659339223 41.733181932)
13742934;JJ142329;02/07/2025 18.40;011XX W JACKSON BLVD;860;THEFT;RETAIL THEFT;SMALL RETAIL STORE;TRUE;FALSE;1232;12;34;28;6;1168933;1898798;2025;2025 Feb 15 03:41:40 PM;41.87782218;-87.65518141;POINT (-87.655181405 41.877822179)
13742879;JJ142146;02/07/2025 18.37;037XX E 106TH ST;560;ASSAULT;SIMPLE;LIBRARY;FALSE;FALSE;432;4;10;52;08A;1202648;1835279;2025;2025 Feb 15 03:41:40 PM;41.70272575;-87.53356099;POINT (-87.533560988 41.702725752)
13743563;JJ142362;02/07/2025 18.36;107XX S WALLACE ST;560;ASSAULT;SIMPLE;RESIDENCE;FALSE;TRUE;2233;22;21;49;08A;1174210;1833702;2025;2025 Feb 15 03:41:40 PM;41.69907577;-87.63773949;POINT (-87.637739492 41.699075766)
13742900;JJ142332;02/07/2025 18.35;052XX W MADISON ST;1330;CRIMINAL TRESPASS;TO LAND;DRUG STORE;FALSE;FALSE;1522;15;37;25;26;1141512;1899523;2025;2025 Feb 15 03:41:40 PM;41.88036208;-87.75584744;POINT (-87.755847438 41.880362084)
13742852;JJ142328;02/07/2025 18.33;007XX W 79TH ST;1152;DECEPTIVE PRACTICE;ILLEGAL USE CASH CARD;SMALL RETAIL STORE;FALSE;FALSE;621;6;17;71;11;1172563;1852485;2025;2025 Feb 15 03:41:40 PM;41.75065531;-87.64321868;POINT (-87.643218683 41.750655309)
13742896;JJ142318;02/07/2025 18.33;0000X N CENTRAL AVE;460;BATTERY;SIMPLE;CTA BUS;FALSE;FALSE;1522;15;29;25;08B;1139052;1899661;2025;2025 Feb 15 03:41:40 PM;41.88078584;-87.76487708;POINT (-87.764877079 41.880785842)
13742844;JJ142350;02/07/2025 18.31;010XX N SPRINGFIELD AVE;2093;NARCOTICS;FOUND SUSPECT NARCOTICS;APARTMENT;TRUE;FALSE;1112;11;37;23;18;1150193;1906754;2025;2025 Feb 15 03:41:40 PM;41.90004;-87.72378279;POINT (-87.72378279 41.900039997)
13742928;JJ142315;02/07/2025 18.30;006XX W ROOSEVELT RD;460;BATTERY;SIMPLE;STREET;FALSE;FALSE;124;1;28;28;08B;1172402;1894960;2025;2025 Feb 15 03:41:40 PM;41.86721452;-87.64255761;POINT (-87.642557607 41.867214518)
13743615;JJ143065;02/07/2025 18.30;072XX S EXCHANGE AVE;620;BURGLARY;UNLAWFUL ENTRY;RESIDENCE;FALSE;FALSE;334;3;7;43;5;1194088;1857415;2025;2025 Feb 15 03:41:40 PM;41.76368277;-87.56418054;POINT (-87.564180537 41.763682766)
13742908;JJ142319;02/07/2025 18.25;062XX N MOZART ST;460;BATTERY;SIMPLE;ALLEY;TRUE;FALSE;2413;24;50;2;08B;1156210;1941222;2025;2025 Feb 15 03:41:40 PM;41.99450303;-87.70074773;POINT (-87.700747729 41.994503033)
13743107;JJ142310;02/07/2025 18.25;003XX E KENSINGTON AVE;031A;ROBBERY;ARMED - HANDGUN;ALLEY;FALSE;FALSE;532;5;9;53;3;1180733;1828257;2025;2025 Feb 15 03:41:40 PM;41.68398688;-87.6140219;POINT (-87.614021896 41.683986877)
13742999;JJ142304;02/07/2025 18.23;048XX W ARMITAGE AVE;051A;ASSAULT;AGGRAVATED - HANDGUN;SMALL RETAIL STORE;FALSE;FALSE;2522;25;26;19;04A;1143825;1912863;2025;2025 Feb 15 03:41:40 PM;41.91692553;-87.74701948;POINT (-87.747019479 41.91692553)
13742901;JJ142309;02/07/2025 18.22;038XX W 26TH ST;502P;OTHER OFFENSE;FALSE / STOLEN / ALTERED TRP;VEHICLE NON-COMMERCIAL;TRUE;FALSE;1031;10;22;30;26;1151291;1886453;2025;2025 Feb 15 03:41:40 PM;41.8443103;-87.72028234;POINT (-87.720282339 41.844310298)
13742853;JJ142312;02/07/2025 18.20;064XX S WESTERN AVE;860;THEFT;RETAIL THEFT;SMALL RETAIL STORE;FALSE;FALSE;825;8;16;66;6;1161478;1861938;2025;2025 Feb 15 03:41:40 PM;41.77683252;-87.68357786;POINT (-87.683577859 41.776832515)
13742878;JJ142303;02/07/2025 18.19;060XX S MAYFIELD AVE;1365;CRIMINAL TRESPASS;TO RESIDENCE;RESIDENCE;FALSE;TRUE;812;8;13;64;26;1138097;1863984;2025;2025 Feb 15 03:41:40 PM;41.78289991;-87.76924406;POINT (-87.769244057 41.782899911)
13743049;JJ142314;02/07/2025 18.19;055XX S DR MARTIN LUTHER KING JR DR;470;PUBLIC PEACE VIOLATION;RECKLESS CONDUCT;STREET;TRUE;FALSE;231;2;3;40;24;1179869;1868363;2025;2025 Feb 15 03:41:40 PM;41.79406224;-87.61596089;POINT (-87.615960886 41.794062237)
13742996;JJ142327;02/07/2025 18.16;065XX S DR MARTIN LUTHER KING JR DR;1330;CRIMINAL TRESPASS;TO LAND;STREET;TRUE;FALSE;312;3;20;69;26;1180043;1861837;2025;2025 Feb 15 03:41:40 PM;41.77615028;-87.61552262;POINT (-87.615522623 41.776150283)
13745621;JJ145185;02/07/2025 18.02;070XX N KEDZIE AVE;890;THEFT;FROM BUILDING;RESIDENCE;FALSE;FALSE;2411;24;50;2;6;1153867;1946582;2025;2025 Feb 15 03:41:40 PM;42.00925828;-87.70922266;POINT (-87.709222657 42.009258281)
13742830;JJ142311;02/07/2025 18.00;001XX W JACKSON BLVD;1320;CRIMINAL DAMAGE;TO VEHICLE;STREET;FALSE;FALSE;122;1;34;32;14;1174916;1898956;2025;2025 Feb 15 03:41:40 PM;41.87812392;-87.63320879;POINT (-87.633208786 41.878123916)
13742913;JJ142337;02/07/2025 18.00;088XX S EAST END AVE;486;BATTERY;DOMESTIC BATTERY SIMPLE;RESIDENCE;TRUE;TRUE;412;4;8;48;08B;1189094;1846788;2025;2025 Feb 15 03:41:40 PM;41.73464238;-87.58282406;POINT (-87.582824056 41.734642376)
13743028;JJ142324;02/07/2025 18.00;106XX S OGLESBY AVE;460;BATTERY;SIMPLE;SIDEWALK;FALSE;FALSE;434;4;10;51;08B;1194029;1834950;2025;2025 Feb 15 03:41:40 PM;41.70203825;-87.56513168;POINT (-87.565131679 41.702038254)
13743063;JJ142374;02/07/2025 18.00;010XX N LAWNDALE AVE;1710;OFFENSE INVOLVING CHILDREN;ENDANGERING LIFE / HEALTH OF CHILD;APARTMENT;FALSE;TRUE;1112;11;27;23;20;1151526;1906602;2025;2025 Feb 15 03:41:40 PM;41.8995968;-87.71889061;POINT (-87.718890614 41.899596799)
13743092;JJ142406;02/07/2025 18.00;039XX W EDDY ST;610;BURGLARY;FORCIBLE ENTRY;RESIDENCE;FALSE;FALSE;1732;17;30;21;5;1149462;1923309;2025;2025 Feb 15 03:41:40 PM;41.94548264;-87.72603716;POINT (-87.726037155 41.945482644)
13743124;JJ142551;02/07/2025 18.00;053XX S INDIANA AVE;910;MOTOR VEHICLE THEFT;AUTOMOBILE;STREET;FALSE;FALSE;231;2;3;40;7;1178508;1869581;2025;2025 Feb 15 03:41:40 PM;41.7974356;-87.62091455;POINT (-87.620914547 41.7974356)
13743149;JJ142509;02/07/2025 18.00;006XX W SHERIDAN RD;281;CRIMINAL SEXUAL ASSAULT;NON-AGGRAVATED;APARTMENT;FALSE;FALSE;1925;19;46;6;2;1170987;1926180;2025;2025 Feb 15 03:41:40 PM;41.95291502;-87.64683491;POINT (-87.646834914 41.952915022)
13743345;JJ142766;02/07/2025 18.00;100XX S PRINCETON AVE;560;ASSAULT;SIMPLE;RESIDENCE;FALSE;FALSE;511;5;9;49;08A;1176056;1838445;2025;2025 Feb 15 03:41:40 PM;41.71205012;-87.63083864;POINT (-87.630838642 41.712050124)
13743393;JJ142760;02/07/2025 18.00;022XX S MARSHALL BLVD;320;ROBBERY;STRONG ARM - NO WEAPON;PARK PROPERTY;FALSE;FALSE;1033;10;24;30;3;1157050;1889077;2025;2025 Feb 15 03:41:40 PM;41.8513961;-87.69907655;POINT (-87.699076554 41.851396098)
13743484;JJ142986;02/07/2025 18.00;011XX S CLARK ST;1130;DECEPTIVE PRACTICE;FRAUD OR CONFIDENCE GAME;APARTMENT;FALSE;FALSE;123;1;34;32;11;1175696;1895352;2025;2025 Feb 15 03:41:40 PM;41.86821682;-87.6304532;POINT (-87.6304532 41.86821682)
13743599;JJ143230;02/07/2025 18.00;018XX N WOOD ST;710;THEFT;THEFT FROM MOTOR VEHICLE;STREET;FALSE;FALSE;1434;14;32;22;6;1164062;1912283;2025;2025 Feb 15 03:41:40 PM;41.91493026;-87.67268518;POINT (-87.672685182 41.914930255)
13744361;JJ143862;02/07/2025 18.00;005XX S MILLARD AVE;560;ASSAULT;SIMPLE;STREET;FALSE;FALSE;1133;11;28;27;08A;1152101;1897649;2025;2025 Feb 15 03:41:40 PM;41.87501752;-87.71701481;POINT (-87.717014811 41.875017523)
13745276;JJ145099;02/07/2025 18.00;132XX S ST LAWRENCE AVE;820;THEFT;$500 AND UNDER;STREET;FALSE;FALSE;533;5;10;54;6;1182590;1817540;2025;2025 Feb 15 03:41:40 PM;41.65453511;-87.60755447;POINT (-87.607554469 41.654535114)
13745315;JJ145090;02/07/2025 18.00;063XX S STEWART AVE;910;MOTOR VEHICLE THEFT;AUTOMOBILE;STREET;FALSE;FALSE;722;7;20;68;7;1174710;1862996;2025;2025 Feb 15 03:41:40 PM;41.7794512;-87.6350384;POINT (-87.635038395 41.779451196)
13747926;JJ148010;02/07/2025 18.00;083XX S THROOP ST;610;BURGLARY;FORCIBLE ENTRY;RESIDENCE;FALSE;FALSE;613;6;17;71;5;1169112;1849486;2025;2025 Feb 15 03:41:40 PM;41.7425009;-87.65595129;POINT (-87.655951291 41.742500903)
13748858;JJ149544;02/07/2025 18.00;0000X W 69TH ST;320;ROBBERY;STRONG ARM - NO WEAPON;CTA TRAIN;FALSE;FALSE;731;7;6;69;3;;;2025;2025 Feb 15 03:41:40 PM;;;
13742869;JJ142258;02/07/2025 17.53;066XX S COTTAGE GROVE AVE;860;THEFT;RETAIL THEFT;GROCERY FOOD STORE;TRUE;FALSE;321;3;20;42;6;1182702;1861192;2025;2025 Feb 15 03:41:40 PM;41.77431903;-87.60579503;POINT (-87.605795029 41.774319025)
13742918;JJ142341;02/07/2025 17.51;001XX W ADAMS ST;870;THEFT;POCKET-PICKING;BAR OR TAVERN;FALSE;FALSE;122;1;34;32;6;1175421;1899429;2025;2025 Feb 15 03:41:40 PM;41.87941054;-87.63134036;POINT (-87.631340358 41.879410537)
13742843;JJ142300;02/07/2025 17.50;001XX N DEARBORN ST;890;THEFT;FROM BUILDING;RESTAURANT;FALSE;FALSE;111;1;42;32;6;1175916;1901339;2025;2025 Feb 15 03:41:40 PM;41.88464056;-87.6294653;POINT (-87.629465296 41.884640562)
13743027;JJ142268;02/07/2025 17.50;047XX W MADISON ST;2820;OTHER OFFENSE;TELEPHONE THREAT;SIDEWALK;FALSE;TRUE;1113;11;28;25;08A;1144802;1899601;2025;2025 Feb 15 03:41:40 PM;41.88051474;-87.74376479;POINT (-87.743764787 41.880514742)
13743042;JJ142294;02/07/2025 17.50;029XX N ASHLAND AVE;1130;DECEPTIVE PRACTICE;FRAUD OR CONFIDENCE GAME;PARKING LOT / GARAGE (NON RESIDENTIAL);FALSE;FALSE;1931;19;32;6;11;1165142;1919763;2025;2025 Feb 15 03:41:40 PM;41.93543292;-87.66850434;POINT (-87.668504341 41.935432921)
13743849;JJ142672;02/07/2025 17.49;024XX N SACRAMENTO AVE;860;THEFT;RETAIL THEFT;SMALL RETAIL STORE;FALSE;FALSE;1414;14;35;22;6;1155961;1916199;2025;2025 Feb 15 03:41:40 PM;41.92584345;-87.70234146;POINT (-87.702341464 41.925843451)
13743007;JJ142289;02/07/2025 17.46;037XX W FERDINAND ST;454;BATTERY;AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY;ALLEY;FALSE;FALSE;1122;11;27;23;08B;1151465;1903074;2025;2025 Feb 15 03:41:40 PM;41.88991681;-87.71920742;POINT (-87.719207421 41.88991681)
13742823;JJ142276;02/07/2025 17.45;056XX N RIDGE AVE;860;THEFT;RETAIL THEFT;DRUG STORE;FALSE;FALSE;2013;20;48;77;6;1167084;1937517;2025;2025 Feb 15 03:41:40 PM;41.98410903;-87.66085538;POINT (-87.660855375 41.984109031)
13742909;JJ142261;02/07/2025 17.42;031XX W FULTON BLVD;1310;CRIMINAL DAMAGE;TO PROPERTY;APARTMENT;FALSE;TRUE;1222;12;27;27;14;1155380;1901836;2025;2025 Feb 15 03:41:40 PM;41.88644183;-87.70486303;POINT (-87.704863032 41.88644183)
13743032;JJ142274;02/07/2025 17.42;103XX S DOTY AVE E;460;BATTERY;SIMPLE;PARKING LOT / GARAGE (NON RESIDENTIAL);FALSE;FALSE;434;4;10;51;08B;1189757;1836996;2025;2025 Feb 15 03:41:40 PM;41.70775621;-87.58070877;POINT (-87.580708771 41.707756212)
13742799;JJ142279;02/07/2025 17.34;065XX S STONY ISLAND AVE;460;BATTERY;SIMPLE;SIDEWALK;FALSE;FALSE;321;3;5;42;08B;1188017;1861726;2025;2025 Feb 15 03:41:40 PM;41.77565933;-87.58629446;POINT (-87.586294455 41.775659328)
13742797;JJ142264;02/07/2025 17.32;048XX W FULTON ST;1822;NARCOTICS;MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS;SIDEWALK;TRUE;FALSE;1532;15;28;25;18;1143889;1901492;2025;2025 Feb 15 03:41:40 PM;41.88572104;-87.74706984;POINT (-87.747069841 41.885721036)
13743821;JJ142669;02/07/2025 17.30;012XX W 119TH ST;890;THEFT;FROM BUILDING;CHURCH / SYNAGOGUE / PLACE OF WORSHIP;FALSE;FALSE;524;5;21;53;6;1170139;1825866;2025;2025 Feb 15 03:41:40 PM;41.67766176;-87.65287226;POINT (-87.652872258 41.677661758)
13746579;JJ146243;02/07/2025 17.30;052XX S ALBANY AVE;890;THEFT;FROM BUILDING;RESIDENCE;FALSE;FALSE;923;9;14;63;6;1156601;1869656;2025;2025 Feb 15 03:41:40 PM;41.79811154;-87.7012489;POINT (-87.701248904 41.798111538)
13746607;JJ146721;02/07/2025 17.30;072XX S PRAIRIE AVE;486;BATTERY;DOMESTIC BATTERY SIMPLE;STREET;FALSE;TRUE;323;3;6;69;08B;1179292;1857091;2025;2025 Feb 15 03:41:40 PM;41.76314393;-87.61842033;POINT (-87.61842033 41.763143931)
13742794;JJ142250;02/07/2025 17.24;018XX W 66TH ST;2028;NARCOTICS;POSSESS - SYNTHETIC DRUGS;STREET;TRUE;FALSE;726;7;16;67;18;1165302;1860915;2025;2025 Feb 15 03:41:40 PM;41.77394513;-87.66958811;POINT (-87.669588106 41.773945128)
13742987;JJ142248;02/07/2025 17.17;037XX W GRENSHAW ST;143A;WEAPONS VIOLATION;UNLAWFUL POSSESSION - HANDGUN;STREET;TRUE;FALSE;1133;11;24;29;15;1151708;1894784;2025;2025 Feb 15 03:41:40 PM;41.86716338;-87.7185331;POINT (-87.718533097 41.867163377)
13742805;JJ142242;02/07/2025 17.10;050XX S ARTESIAN AVE;2820;OTHER OFFENSE;TELEPHONE THREAT;RESIDENCE;FALSE;FALSE;923;9;15;63;08A;1160882;1871145;2025;2025 Feb 15 03:41:40 PM;41.80211009;-87.68550846;POINT (-87.685508459 41.80211009)
13742854;JJ142220;02/07/2025 17.07;0000X N WABASH AVE;486;BATTERY;DOMESTIC BATTERY SIMPLE;CTA PLATFORM;TRUE;TRUE;112;1;34;32;08B;1176806;1900517;2025;2025 Feb 15 03:41:40 PM;41.88236487;-87.626222;POINT (-87.626222 41.882364871)
13743851;JJ142665;02/07/2025 17.07;014XX W WILSON AVE;820;THEFT;$500 AND UNDER;APARTMENT;FALSE;FALSE;1913;19;46;3;6;1165758;1930645;2025;2025 Feb 15 03:41:40 PM;41.9652805;-87.66592909;POINT (-87.665929094 41.965280495)
13743822;JJ142675;02/07/2025 17.06;009XX W RANDOLPH ST;860;THEFT;RETAIL THEFT;SMALL RETAIL STORE;FALSE;FALSE;1224;12;27;28;6;1169962;1901223;2025;2025 Feb 15 03:41:40 PM;41.88445418;-87.65133244;POINT (-87.65133244 41.884454177)
13742858;JJ142238;02/07/2025 17.02;020XX W VAN BUREN ST;1365;CRIMINAL TRESPASS;TO RESIDENCE;RESIDENCE;FALSE;TRUE;1225;12;27;28;26;1162698;1898158;2025;2025 Feb 15 03:41:40 PM;41.87619887;-87.67809266;POINT (-87.678092658 41.876198869)
13742847;JJ142203;02/07/2025 17.00;077XX S DREXEL AVE;920;MOTOR VEHICLE THEFT;ATTEMPT - AUTOMOBILE;STREET;TRUE;FALSE;624;6;8;69;7;1183573;1853898;2025;2025 Feb 15 03:41:40 PM;41.75428331;-87.60282921;POINT (-87.602829212 41.754283311)
13743552;JJ143098;02/07/2025 17.00;059XX S FAIRFIELD AVE;1320;CRIMINAL DAMAGE;TO VEHICLE;STREET;FALSE;FALSE;824;8;16;66;14;1159059;1865189;2025;2025 Feb 15 03:41:40 PM;41.78580353;-87.69235705;POINT (-87.692357048 41.785803531)
13745531;JJ145305;02/07/2025 17.00;111XX S EMERALD AVE;820;THEFT;$500 AND UNDER;RESIDENCE;FALSE;FALSE;2233;22;21;49;6;1173303;1830950;2025;2025 Feb 15 03:41:40 PM;41.69154391;-87.64114148;POINT (-87.64114148 41.691543909)
13742772;JJ142219;02/07/2025 16.56;007XX N LAWNDALE AVE;2024;NARCOTICS;POSSESS - HEROIN (WHITE);ALLEY;TRUE;FALSE;1112;11;27;23;18;1151585;1904721;2025;2025 Feb 15 03:41:40 PM;41.89443399;-87.7187234;POINT (-87.718723399 41.894433989)
13742817;JJ142198;02/07/2025 16.51;057XX W BELMONT AVE;860;THEFT;RETAIL THEFT;DEPARTMENT STORE;FALSE;FALSE;2514;25;30;19;6;1137727;1920699;2025;2025 Feb 15 03:41:40 PM;41.93854059;-87.76923441;POINT (-87.769234407 41.938540587)
13742903;JJ142235;02/07/2025 16.48;022XX N MILWAUKEE AVE;460;BATTERY;SIMPLE;PARKING LOT / GARAGE (NON RESIDENTIAL);FALSE;FALSE;1431;14;1;22;08B;1158030;1914569;2025;2025 Feb 15 03:41:40 PM;41.92132858;-87.6947835;POINT (-87.694783498 41.921328579)
13742850;JJ142166;02/07/2025 16.44;003XX W CERMAK RD;860;THEFT;RETAIL THEFT;SMALL RETAIL STORE;TRUE;FALSE;914;9;11;34;6;1174359;1889753;2025;2025 Feb 15 03:41:40 PM;41.8528827;-87.63552861;POINT (-87.635528609 41.852882701)
13742917;JJ142210;02/07/2025 16.44;017XX W HOWARD ST;860;THEFT;RETAIL THEFT;SMALL RETAIL STORE;TRUE;FALSE;2422;24;49;1;6;1163126;1950347;2025;2025 Feb 15 03:41:40 PM;42.01939924;-87.67504949;POINT (-87.675049485 42.019399237)
13742933;JJ142267;02/07/2025 16.42;007XX E 47TH ST;143A;WEAPONS VIOLATION;UNLAWFUL POSSESSION - HANDGUN;ALLEY;TRUE;FALSE;221;2;4;38;15;1181804;1874006;2025;2025 Feb 15 03:41:40 PM;41.80950257;-87.60869096;POINT (-87.608690964 41.809502571)
13745591;JJ144846;02/07/2025 16.42;049XX S KEDZIE AVE;860;THEFT;RETAIL THEFT;DEPARTMENT STORE;FALSE;FALSE;821;8;14;63;6;1155878;1871677;2025;2025 Feb 15 03:41:40 PM;41.803672;-87.70384602;POINT (-87.703846021 41.803671998)
13742744;JJ142162;02/07/2025 16.40;026XX N WESTERN AVE;560;ASSAULT;SIMPLE;STREET;FALSE;FALSE;1432;14;32;22;08A;1159904;1917622;2025;2025 Feb 15 03:41:40 PM;41.92966773;-87.68781351;POINT (-87.687813509 41.929667725)
13742818;JJ142175;02/07/2025 16.40;025XX N KILDARE AVE;560;ASSAULT;SIMPLE;APARTMENT;FALSE;FALSE;2524;25;31;20;08A;1147292;1916472;2025;2025 Feb 15 03:41:40 PM;41.92676322;-87.73418898;POINT (-87.734188977 41.926763223)
13742916;JJ142335;02/07/2025 16.40;075XX S STONY ISLAND AVE;502P;OTHER OFFENSE;FALSE / STOLEN / ALTERED TRP;STREET;TRUE;FALSE;411;4;8;43;26;1188125;1855118;2025;2025 Feb 15 03:41:40 PM;41.75752383;-87.58610899;POINT (-87.586108987 41.75752383)
13742937;JJ142213;02/07/2025 16.40;007XX E 47TH ST;486;BATTERY;DOMESTIC BATTERY SIMPLE;STREET;FALSE;TRUE;221;2;4;38;08B;1182160;1874015;2025;2025 Feb 15 03:41:40 PM;41.80951902;-87.60738495;POINT (-87.607384952 41.809519024)
13742876;JJ142158;02/07/2025 16.36;087XX S STONY ISLAND AVE;860;THEFT;RETAIL THEFT;SMALL RETAIL STORE;FALSE;FALSE;412;4;8;48;6;1188437;1847378;2025;2025 Feb 15 03:41:40 PM;41.73627709;-87.58521219;POINT (-87.585212192 41.736277091)
13742846;JJ142265;02/07/2025 16.30;058XX W JACKSON BLVD;910;MOTOR VEHICLE THEFT;AUTOMOBILE;STREET;FALSE;FALSE;1513;15;29;25;7;1137628;1898293;2025;2025 Feb 15 03:41:40 PM;41.87705763;-87.77013894;POINT (-87.77013894 41.877057631)
13743271;JJ142239;02/07/2025 16.30;082XX S HONORE ST;265;CRIMINAL SEXUAL ASSAULT;AGGRAVATED - OTHER;RESIDENCE;FALSE;FALSE;614;6;17;71;2;1165451;1850060;2025;2025 Feb 15 03:41:40 PM;41.74415434;-87.66934903;POINT (-87.669349034 41.744154341)
13743575;JJ143067;02/07/2025 16.30;074XX S LUELLA AVE;1310;CRIMINAL DAMAGE;TO PROPERTY;APARTMENT;FALSE;FALSE;333;3;7;43;14;1192503;1856064;2025;2025 Feb 15 03:41:40 PM;41.76001426;-87.57003373;POINT (-87.570033731 41.760014261)
13743913;JJ143266;02/07/2025 16.30;072XX S JEFFERY BLVD;1365;CRIMINAL TRESPASS;TO RESIDENCE;RESIDENCE;FALSE;FALSE;333;3;5;43;26;1190801;1857177;2025;2025 Feb 15 03:41:40 PM;41.7631097;-87.57623556;POINT (-87.57623556 41.763109697)
13742704;JJ142133;02/07/2025 16.25;021XX E 68TH ST;710;THEFT;THEFT FROM MOTOR VEHICLE;STREET;FALSE;FALSE;331;3;5;43;6;1191814;1860307;2025;2025 Feb 15 03:41:40 PM;41.77167413;-87.57242131;POINT (-87.572421309 41.771674133)
13742779;JJ142105;02/07/2025 16.25;004XX N TROY ST;560;ASSAULT;SIMPLE;SCHOOL - PUBLIC GROUNDS;FALSE;FALSE;1221;12;27;23;08A;1155300;1902803;2025;2025 Feb 15 03:41:40 PM;41.88909698;-87.70513082;POINT (-87.705130816 41.889096979)
13742761;JJ142171;02/07/2025 16.21;065XX S LOWE AVE;2826;OTHER OFFENSE;HARASSMENT BY ELECTRONIC MEANS;APARTMENT;FALSE;TRUE;723;7;6;68;26;1173163;1861518;2025;2025 Feb 15 03:41:40 PM;41.77542973;-87.64075349;POINT (-87.640753492 41.775429728)
13743029;JJ142425;02/07/2025 16.18;111XX S AVENUE B;1310;CRIMINAL DAMAGE;TO PROPERTY;RESIDENCE - GARAGE;FALSE;FALSE;433;4;10;52;14;1204795;1831755;2025;2025 Feb 15 03:41:40 PM;41.69300063;-87.52582042;POINT (-87.525820416 41.693000631)
13742756;JJ142131;02/07/2025 16.15;018XX W GRAND AVE;430;BATTERY;AGGRAVATED - OTHER DANGEROUS WEAPON;BARBERSHOP;FALSE;FALSE;1221;12;27;24;04B;1163974;1903519;2025;2025 Feb 15 03:41:40 PM;41.89088307;-87.67325623;POINT (-87.673256231 41.890883065)
13742803;JJ142290;02/07/2025 16.15;018XX W GRAND AVE;5011;OTHER OFFENSE;LICENSE VIOLATION;BARBERSHOP;FALSE;FALSE;1221;12;27;24;26;1163974;1903519;2025;2025 Feb 15 03:41:40 PM;41.89088307;-87.67325623;POINT (-87.673256231 41.890883065)
13742929;JJ142202;02/07/2025 16.10;053XX S CALUMET AVE;1153;DECEPTIVE PRACTICE;FINANCIAL IDENTITY THEFT OVER $ 300;APARTMENT;FALSE;FALSE;231;2;3;40;11;1179388;1869733;2025;2025 Feb 15 03:41:40 PM;41.79783264;-87.61768285;POINT (-87.61768285 41.797832643)
13743006;JJ142285;02/07/2025 16.10;047XX W WASHINGTON BLVD;560;ASSAULT;SIMPLE;APARTMENT;FALSE;FALSE;1113;11;28;25;08A;1144853;1900083;2025;2025 Feb 15 03:41:40 PM;41.88183645;-87.74356536;POINT (-87.743565355 41.881836446)
13742860;JJ142177;02/07/2025 16.04;001XX N STATE ST;860;THEFT;RETAIL THEFT;DEPARTMENT STORE;TRUE;FALSE;111;1;34;32;6;1176352;1900927;2025;2025 Feb 15 03:41:40 PM;41.88350019;-87.6278767;POINT (-87.627876698 41.883500187)
13742768;JJ142123;02/07/2025 16.03;044XX N BROADWAY;1330;CRIMINAL TRESPASS;TO LAND;SMALL RETAIL STORE;TRUE;FALSE;1913;19;46;3;26;1168469;1929861;2025;2025 Feb 15 03:41:40 PM;41.96307079;-87.65598421;POINT (-87.655984213 41.963070794)
13742722;JJ142084;02/07/2025 16.02;027XX W FLOURNOY ST;2027;NARCOTICS;POSSESS - CRACK;ALLEY;TRUE;FALSE;1135;11;28;27;18;1158201;1896921;2025;2025 Feb 15 03:41:40 PM;41.87289744;-87.69463792;POINT (-87.694637923 41.872897441)
13742708;JJ142112;02/07/2025 16.00;065XX S LOWE AVE;820;THEFT;$500 AND UNDER;APARTMENT;FALSE;FALSE;723;7;6;68;6;1173163;1861518;2025;2025 Feb 15 03:41:40 PM;41.77542973;-87.64075349;POINT (-87.640753492 41.775429728)
13742856;JJ142262;02/07/2025 16.00;073XX S CLAREMONT AVE;1310;CRIMINAL DAMAGE;TO PROPERTY;RESIDENCE;FALSE;TRUE;835;8;18;66;14;1162007;1855944;2025;2025 Feb 15 03:41:40 PM;41.76037315;-87.68180501;POINT (-87.681805007 41.760373147)
13743516;JJ142935;02/07/2025 16.00;080XX S JUSTINE ST;930;MOTOR VEHICLE THEFT;THEFT / RECOVERY - AUTOMOBILE;STREET;FALSE;FALSE;612;6;17;71;7;1167405;1851336;2025;2025 Feb 15 03:41:40 PM;41.74761427;-87.66215289;POINT (-87.662152892 41.747614267)
13743676;JJ143094;02/07/2025 16.00;041XX W 77TH PL;910;MOTOR VEHICLE THEFT;AUTOMOBILE;VEHICLE NON-COMMERCIAL;FALSE;FALSE;834;8;18;70;7;1150234;1853057;2025;2025 Feb 15 03:41:40 PM;41.75268731;-87.72502868;POINT (-87.725028681 41.752687312)
13744297;JJ143989;02/07/2025 16.00;045XX W 55TH ST;810;THEFT;OVER $500;STREET;FALSE;FALSE;813;8;13;62;6;1146800;1867752;2025;2025 Feb 15 03:41:40 PM;41.79307881;-87.73723983;POINT (-87.737239825 41.793078806)
13745089;JJ144897;02/07/2025 16.00;026XX N SAWYER AVE;1310;CRIMINAL DAMAGE;TO PROPERTY;APARTMENT;FALSE;FALSE;1412;14;35;22;14;1154029;1917309;2025;2025 Feb 15 03:41:40 PM;41.92892817;-87.70941096;POINT (-87.709410958 41.928928173)
13746555;JJ146641;02/07/2025 16.00;016XX E 50TH ST;890;THEFT;FROM BUILDING;APARTMENT;FALSE;FALSE;222;2;5;39;6;1188352;1872195;2025;2025 Feb 15 03:41:40 PM;41.80437905;-87.58473223;POINT (-87.584732228 41.804379051)
