ID;Case Number;Date;Block;IUCR;Primary Type;Description;Location Description;Arrest;Domestic;Beat;District;Ward;Community Area;FBI Code; X Coordinate;Y Coordinate;Year;Updated on;Latitude;Longitude;Location
13748285;JJ147984;02/07/2025 16.00;052XX S Woodlawn ave;820;THEFT;$500 AND UNDER;RESIDENCE;FALSE;FALSE;233;2;5;41;6;1185111;1870736;2025;2025 Feb 15 03:41:40 PM;41.80045229;-87.59666441;POINT (-87.596664406 41.800452291)
13742730;JJ142099;02/07/2025 15.55;001XX E IDA B WELLS DR;143C;WEAPONS VIOLATION;UNLAWFUL POSSESSION - AMMUNITION;STREET;TRUE;FALSE;114;1;42;32;15;1177438;1898104;2025;2025 Feb 15 03:41:40 PM;41.87572915;-87.62397455;POINT (-87.623974551 41.875729152)
13742857;JJ142169;02/07/2025 15.54;078XX S WESTERN AVE;560;ASSAULT;SIMPLE;SMALL RETAIL STORE;FALSE;FALSE;835;8;18;70;08A;1161742;1852516;2025;2025 Feb 15 03:41:40 PM;41.75097171;-87.68287124;POINT (-87.682871235 41.75097171)
13742919;JJ142150;02/07/2025 15.53;046XX N BROADWAY;1570;SEX OFFENSE;PUBLIC INDECENCY;APARTMENT;TRUE;FALSE;1914;19;46;3;17;1167966;1930895;2025;2025 Feb 15 03:41:40 PM;41.96591902;-87.65780358;POINT (-87.657803581 41.965919022)
13742725;JJ142116;02/07/2025 15.51;018XX S PULASKI RD;5111;OTHER OFFENSE;GUN OFFENDER - ANNUAL REGISTRATION;STREET;TRUE;FALSE;1012;10;24;29;26;1150011;1890618;2025;2025 Feb 15 03:41:40 PM;41.85576456;-87.72487146;POINT (-87.724871461 41.855764556)
13742882;JJ142366;02/07/2025 15.45;028XX S RIDGEWAY AVE;1310;CRIMINAL DAMAGE;TO PROPERTY;RESIDENCE;FALSE;FALSE;1031;10;22;30;14;1151831;1884927;2025;2025 Feb 15 03:41:40 PM;41.84011217;-87.71834072;POINT (-87.718340715 41.840112168)
13745934;JJ145841;02/07/2025 15.45;035XX S MICHIGAN AVE;820;THEFT;$500 AND UNDER;POLICE FACILITY / VEHICLE PARKING LOT;FALSE;FALSE;213;2;3;35;6;1177772;1881665;2025;2025 Feb 15 03:41:40 PM;41.83061185;-87.62324737;POINT (-87.623247369 41.830611847)
13746553;JJ146321;02/07/2025 15.43;045XX W WASHINGTON BLVD;890;THEFT;FROM BUILDING;RESIDENCE - PORCH / HALLWAY;FALSE;FALSE;1113;11;28;26;6;1146162;1900112;2025;2025 Feb 15 03:41:40 PM;41.88189124;-87.73875794;POINT (-87.738757943 41.88189124)
13743489;JJ142992;02/07/2025 15.38;007XX W DIVERSEY PKWY;1130;DECEPTIVE PRACTICE;FRAUD OR CONFIDENCE GAME;SIDEWALK;FALSE;FALSE;1934;19;44;6;11;1170691;1918825;2025;2025 Feb 15 03:41:40 PM;41.93273912;-87.64813914;POINT (-87.648139143 41.932739116)
13742861;JJ142095;02/07/2025 15.35;041XX W JACKSON BLVD;2025;NARCOTICS;POSSESS - HALLUCINOGENS;RESIDENCE;TRUE;FALSE;1115;11;28;26;18;1148808;1898364;2025;2025 Feb 15 03:41:40 PM;41.87704382;-87.72908697;POINT (-87.729086974 41.877043815)
13742765;JJ142231;02/07/2025 15.30;013XX S LAWNDALE AVE;890;THEFT;FROM BUILDING;APARTMENT;FALSE;FALSE;1011;10;24;29;6;1151921;1893527;2025;2025 Feb 15 03:41:40 PM;41.86370984;-87.71778423;POINT (-87.717784226 41.863709837)
13742864;JJ142075;02/07/2025 15.30;079XX S NORMAL AVE;810;THEFT;OVER $500;APARTMENT;FALSE;FALSE;621;6;6;44;6;1174347;1852043;2025;2025 Feb 15 03:41:40 PM;41.74940295;-87.6366944;POINT (-87.636694398 41.749402954)
13743400;JJ142867;02/07/2025 15.30;026XX S TRIPP AVE;1320;CRIMINAL DAMAGE;TO VEHICLE;STREET;FALSE;FALSE;1031;10;22;30;14;1148483;1886023;2025;2025 Feb 15 03:41:40 PM;41.84318486;-87.7305984;POINT (-87.730598396 41.843184863)
13743889;JJ143380;02/07/2025 15.30;063XX S KENNETH AVE;610;BURGLARY;FORCIBLE ENTRY;RESIDENCE - GARAGE;FALSE;FALSE;813;8;13;65;5;1147801;1862059;2025;2025 Feb 15 03:41:40 PM;41.77743719;-87.73371479;POINT (-87.733714794 41.777437194)
13742839;JJ142345;02/07/2025 15.25;072XX S PHILLIPS AVE;1310;CRIMINAL DAMAGE;TO PROPERTY;APARTMENT;FALSE;FALSE;334;3;7;43;14;1193782;1857329;2025;2025 Feb 15 03:41:40 PM;41.76345428;-87.56530489;POINT (-87.565304885 41.763454279)
13742713;JJ142055;02/07/2025 15.22;008XX N DEARBORN ST;1365;CRIMINAL TRESPASS;TO RESIDENCE;APARTMENT;FALSE;FALSE;1832;18;42;8;26;1175793;1905850;2025;2025 Feb 15 03:41:40 PM;41.89702176;-87.62978114;POINT (-87.629781141 41.897021755)
13742813;JJ142104;02/07/2025 15.22;015XX N MENARD AVE;486;BATTERY;DOMESTIC BATTERY SIMPLE;RESIDENCE;FALSE;TRUE;2531;25;29;25;08B;1137394;1909686;2025;2025 Feb 15 03:41:40 PM;41.90832568;-87.77072384;POINT (-87.770723838 41.908325683)
13742755;JJ142034;02/07/2025 15.10;030XX W PETERSON AVE;560;ASSAULT;SIMPLE;SMALL RETAIL STORE;TRUE;FALSE;2011;20;50;2;08A;1155071;1939722;2025;2025 Feb 15 03:41:40 PM;41.99040998;-87.70497799;POINT (-87.704977986 41.990409975)
13742877;JJ142145;02/07/2025 15.10;051XX S PULASKI RD;460;BATTERY;SIMPLE;STREET;FALSE;FALSE;822;8;23;62;08B;1150572;1870152;2025;2025 Feb 15 03:41:40 PM;41.79959216;-87.72334567;POINT (-87.723345674 41.799592162)
13742889;JJ142083;02/07/2025 15.10;057XX S KILBOURN AVE;560;ASSAULT;SIMPLE;RESIDENCE;FALSE;TRUE;813;8;13;62;08A;1147347;1866147;2025;2025 Feb 15 03:41:40 PM;41.78866401;-87.73527495;POINT (-87.735274946 41.788664005)
13742791;JJ142096;02/07/2025 15.09;001XX E CHICAGO AVE;860;THEFT;RETAIL THEFT;DEPARTMENT STORE;TRUE;FALSE;1833;18;2;8;6;1177003;1905748;2025;2025 Feb 15 03:41:40 PM;41.89671455;-87.62534014;POINT (-87.625340136 41.896714548)
13748610;JJ149277;02/07/2025 15.06;016XX W WRIGHTWOOD AVE;1563;SEX OFFENSE;CRIMINAL SEXUAL ABUSE;RESIDENCE;FALSE;FALSE;1931;19;32;7;17;;;2025;2025 Feb 15 03:41:40 PM;;;
13742665;JJ142044;02/07/2025 15.00;001XX W 35TH ST;460;BATTERY;SIMPLE;STREET;FALSE;FALSE;915;9;11;34;08B;1175739;1881773;2025;2025 Feb 15 03:41:40 PM;41.83095408;-87.63070323;POINT (-87.630703226 41.830954079)
13742733;JJ142130;02/07/2025 15.00;004XX W BARRY AVE;810;THEFT;OVER $500;STREET;FALSE;FALSE;1934;19;44;6;6;1172670;1920654;2025;2025 Feb 15 03:41:40 PM;41.93771433;-87.64081229;POINT (-87.640812285 41.937714332)
13742820;JJ142293;02/07/2025 15.00;061XX S ABERDEEN ST;810;THEFT;OVER $500;STREET;FALSE;FALSE;712;7;16;68;6;1170035;1864052;2025;2025 Feb 15 03:41:40 PM;41.78245188;-87.65214678;POINT (-87.652146777 41.782451884)
13742832;JJ142025;02/07/2025 15.00;016XX N CENTRAL AVE;460;BATTERY;SIMPLE;CTA BUS STOP;FALSE;FALSE;2531;25;29;25;08B;1138797;1910276;2025;2025 Feb 15 03:41:40 PM;41.90991935;-87.76555549;POINT (-87.765555494 41.909919345)
13742897;JJ142016;02/07/2025 15.00;046XX W BELMONT AVE;1330;CRIMINAL TRESPASS;TO LAND;GROCERY FOOD STORE;FALSE;FALSE;1731;17;30;15;26;1144934;1920872;2025;2025 Feb 15 03:41:40 PM;41.93888213;-87.7427423;POINT (-87.742742299 41.938882125)
13742995;JJ142032;02/07/2025 15.00;031XX W LEXINGTON ST;520;ASSAULT;AGGRAVATED - KNIFE / CUTTING INSTRUMENT;RESIDENCE;FALSE;FALSE;1134;11;24;27;04A;1155486;1896530;2025;2025 Feb 15 03:41:40 PM;41.8718795;-87.70461651;POINT (-87.704616512 41.8718795)
13743104;JJ142553;02/07/2025 15.00;080XX S EVANS AVE;810;THEFT;OVER $500;APARTMENT;FALSE;FALSE;631;6;6;44;6;1182621;1851883;2025;2025 Feb 15 03:41:40 PM;41.74877607;-87.60638034;POINT (-87.606380342 41.748776066)
13743291;JJ142751;02/07/2025 15.00;011XX E 50TH ST;820;THEFT;$500 AND UNDER;RESIDENCE - YARD (FRONT / BACK);FALSE;FALSE;222;2;4;39;6;1184725;1872087;2025;2025 Feb 15 03:41:40 PM;41.80416861;-87.59803759;POINT (-87.598037586 41.804168607)
13744894;JJ144655;02/07/2025 15.00;016XX S AVERS AVE;560;ASSAULT;SIMPLE;SIDEWALK;FALSE;FALSE;1014;10;24;29;08A;1151007;1891607;2025;2025 Feb 15 03:41:40 PM;41.85845907;-87.72118975;POINT (-87.721189746 41.858459065)
13742782;JJ142107;02/07/2025 14.58;037XX W 31ST ST;460;BATTERY;SIMPLE;SCHOOL - PUBLIC GROUNDS;FALSE;FALSE;1031;10;22;30;08B;1151757;1883786;2025;2025 Feb 15 03:41:40 PM;41.83698257;-87.71864223;POINT (-87.718642232 41.836982572)
13742751;JJ142009;02/07/2025 14.54;075XX N WESTERN AVE;460;BATTERY;SIMPLE;PARKING LOT / GARAGE (NON RESIDENTIAL);FALSE;FALSE;2411;24;50;2;08B;1159016;1949895;2025;2025 Feb 15 03:41:40 PM;42.01824468;-87.69018631;POINT (-87.690186314 42.018244679)
13742845;JJ142014;02/07/2025 14.54;009XX W IRVING PARK RD;1320;CRIMINAL DAMAGE;TO VEHICLE;PARKING LOT / GARAGE (NON RESIDENTIAL);FALSE;FALSE;1923;19;46;6;14;1169204;1926746;2025;2025 Feb 15 03:41:40 PM;41.95450715;-87.65337277;POINT (-87.653372774 41.954507152)
13742855;JJ142030;02/07/2025 14.54;014XX S KENNETH AVE;560;ASSAULT;SIMPLE;APARTMENT;FALSE;FALSE;1011;10;24;29;08A;1146955;1892665;2025;2025 Feb 15 03:41:40 PM;41.86144066;-87.73603631;POINT (-87.736036312 41.861440662)
13742784;JJ142024;02/07/2025 14.53;046XX N MARINE DR;484;BATTERY;PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY;HOSPITAL BUILDING / GROUNDS;FALSE;FALSE;1914;19;46;3;08B;1170399;1931093;2025;2025 Feb 15 03:41:40 PM;41.96640935;-87.64885216;POINT (-87.648852157 41.966409353)
13742674;JJ141994;02/07/2025 14.50;026XX N CLARK ST;860;THEFT;RETAIL THEFT;SMALL RETAIL STORE;TRUE;FALSE;1935;19;43;7;6;1171818;1918166;2025;2025 Feb 15 03:41:40 PM;41.930906;-87.64401704;POINT (-87.644017035 41.930906002)
13742810;JJ142233;02/07/2025 14.48;105XX S CORLISS AVE;1310;CRIMINAL DAMAGE;TO PROPERTY;APARTMENT;FALSE;FALSE;512;5;9;50;14;1183448;1835067;2025;2025 Feb 15 03:41:40 PM;41.70261178;-87.60387211;POINT (-87.603872112 41.702611784)
13742702;JJ142011;02/07/2025 14.47;012XX N MONTICELLO AVE;460;BATTERY;SIMPLE;SCHOOL - PUBLIC GROUNDS;FALSE;FALSE;2535;25;36;23;08B;1151811;1908030;2025;2025 Feb 15 03:41:40 PM;41.90350976;-87.71780617;POINT (-87.717806169 41.903509764)
13745059;JJ144945;02/07/2025 14.47;004XX N PINE AVE;1310;CRIMINAL DAMAGE;TO PROPERTY;SIDEWALK;FALSE;FALSE;1523;15;37;25;14;1139462;1902364;2025;2025 Feb 15 03:41:40 PM;41.88819576;-87.76330564;POINT (-87.763305641 41.888195757)
13743774;JJ142224;02/07/2025 14.44;073XX S INDIANA AVE;1310;CRIMINAL DAMAGE;TO PROPERTY;RESIDENCE;FALSE;FALSE;323;3;6;69;14;1178868;1856459;2025;2025 Feb 15 03:41:40 PM;41.76141931;-87.61999357;POINT (-87.619993565 41.761419314)
13744952;JJ144785;02/07/2025 14.43;0000X E 59TH ST;1153;DECEPTIVE PRACTICE;FINANCIAL IDENTITY THEFT OVER $ 300;GROCERY FOOD STORE;FALSE;FALSE;232;2;20;40;11;1177580;1865909;2025;2025 Feb 15 03:41:40 PM;41.78738033;-87.62442867;POINT (-87.624428666 41.787380329)
13742693;JJ142020;02/07/2025 14.35;046XX N ASHLAND AVE;486;BATTERY;DOMESTIC BATTERY SIMPLE;APARTMENT;TRUE;TRUE;1912;19;47;3;08B;1164822;1930861;2025;2025 Feb 15 03:41:40 PM;41.96589316;-87.66936438;POINT (-87.669364384 41.965893163)
13742874;JJ142091;02/07/2025 14.30;062XX S TALMAN AVE;560;ASSAULT;SIMPLE;STREET;FALSE;FALSE;825;8;16;66;08A;1159778;1863214;2025;2025 Feb 15 03:41:40 PM;41.78036912;-87.68977503;POINT (-87.689775031 41.780369117)
13743301;JJ142795;02/07/2025 14.30;021XX W 24TH ST;810;THEFT;OVER $500;STREET;FALSE;FALSE;1034;10;25;31;6;1162560;1888064;2025;2025 Feb 15 03:41:40 PM;41.84850287;-87.67888187;POINT (-87.678881866 41.848502865)
13745598;JJ145486;02/07/2025 14.30;002XX W HILL ST;890;THEFT;FROM BUILDING;APARTMENT;FALSE;FALSE;1823;18;27;8;6;1174413;1907689;2025;2025 Feb 15 03:41:40 PM;41.90209901;-87.63479463;POINT (-87.634794626 41.902099008)
13747097;JJ144845;02/07/2025 14.30;085XX S LAFAYETTE AVE;460;BATTERY;SIMPLE;SCHOOL - PUBLIC BUILDING;FALSE;FALSE;622;6;21;44;08B;1177422;1848381;2025;2025 Feb 15 03:41:40 PM;41.73928511;-87.6255368;POINT (-87.625536799 41.73928511)
13742923;JJ141978;02/07/2025 14.22;001XX N LA SALLE ST;484;BATTERY;PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY;STREET;FALSE;FALSE;122;1;42;32;08B;1175106;1901598;2025;2025 Feb 15 03:41:40 PM;41.88536947;-87.63243193;POINT (-87.63243193 41.885369466)
13745649;JJ142002;02/07/2025 14.21;011XX S WABASH AVE;430;BATTERY;AGGRAVATED - OTHER DANGEROUS WEAPON;RESTAURANT;FALSE;FALSE;123;1;4;32;04B;1176946;1895538;2025;2025 Feb 15 03:41:40 PM;41.86869904;-87.62585862;POINT (-87.625858624 41.868699038)
13742729;JJ142019;02/07/2025 14.20;046XX S INDIANA AVE;2022;NARCOTICS;POSSESS - COCAINE;PARKING LOT / GARAGE (NON RESIDENTIAL);TRUE;FALSE;215;2;3;38;18;1178381;1874268;2025;2025 Feb 15 03:41:40 PM;41.81030004;-87.62123787;POINT (-87.621237869 41.810300037)
13742645;JJ141971;02/07/2025 14.16;044XX N BROADWAY;860;THEFT;RETAIL THEFT;SMALL RETAIL STORE;TRUE;FALSE;1913;19;46;3;6;1168469;1929861;2025;2025 Feb 15 03:41:40 PM;41.96307079;-87.65598421;POINT (-87.655984213 41.963070794)
13743261;JJ141974;02/07/2025 14.10;073XX N DAMEN AVE;560;ASSAULT;SIMPLE;STREET;FALSE;FALSE;2424;24;49;1;08A;1161661;1948897;2025;2025 Feb 15 03:41:40 PM;42.0154512;-87.68048121;POINT (-87.680481208 42.015451197)
13742671;JJ141979;02/07/2025 14.08;047XX W NORTH AVE;860;THEFT;RETAIL THEFT;DEPARTMENT STORE;TRUE;FALSE;2533;25;37;25;6;1144311;1910210;2025;2025 Feb 15 03:41:40 PM;41.90963629;-87.74530073;POINT (-87.745300725 41.909636288)
13743025;JJ142223;02/07/2025 14.00;075XX S SOUTH SHORE DR;1365;CRIMINAL TRESPASS;TO RESIDENCE;RESIDENCE;FALSE;FALSE;421;4;7;43;26;1196126;1856148;2025;2025 Feb 15 03:41:40 PM;41.76015578;-87.55675291;POINT (-87.556752911 41.76015578)
13743498;JJ143035;02/07/2025 14.00;055XX S MENARD AVE;1477;WEAPONS VIOLATION;RECKLESS FIREARM DISCHARGE;STREET;FALSE;FALSE;811;8;13;56;15;1138644;1867247;2025;2025 Feb 15 03:41:40 PM;41.79184429;-87.76715976;POINT (-87.767159764 41.791844293)
13743571;JJ143100;02/07/2025 14.00;086XX S COMMERCIAL AVE;910;MOTOR VEHICLE THEFT;AUTOMOBILE;STREET;FALSE;FALSE;423;4;10;46;7;1197644;1848285;2025;2025 Feb 15 03:41:40 PM;41.7385414;-87.55145142;POINT (-87.551451419 41.738541399)
13745087;JJ144941;02/07/2025 14.00;009XX W CERMAK RD;910;MOTOR VEHICLE THEFT;AUTOMOBILE;COMMERCIAL / BUSINESS OFFICE;FALSE;FALSE;1235;12;25;31;7;1170058;1889607;2025;2025 Feb 15 03:41:40 PM;41.85257689;-87.65131881;POINT (-87.651318812 41.852576891)
13748559;JJ149152;02/07/2025 14.00;100XX W OHARE ST;1206;DECEPTIVE PRACTICE;THEFT BY LESSEE, MOTOR VEHICLE;AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA;FALSE;FALSE;1651;16;41;76;11;;;2025;2025 Feb 15 03:41:40 PM;;;
13742599;JJ141950;02/07/2025 13.55;073XX S HARVARD AVE;530;ASSAULT;AGGRAVATED - OTHER DANGEROUS WEAPON;APARTMENT;FALSE;FALSE;731;7;6;69;04A;1175227;1856271;2025;2025 Feb 15 03:41:40 PM;41.7609855;-87.63334368;POINT (-87.63334368 41.760985498)
13742641;JJ141980;02/07/2025 13.53;023XX W MADISON ST;051A;ASSAULT;AGGRAVATED - HANDGUN;DRUG STORE;FALSE;FALSE;1223;12;27;28;04A;1160781;1899960;2025;2025 Feb 15 03:41:40 PM;41.88118366;-87.68508125;POINT (-87.685081252 41.881183664)
13742724;JJ142036;02/07/2025 13.40;039XX W ADAMS ST;460;BATTERY;SIMPLE;SCHOOL - PUBLIC GROUNDS;FALSE;FALSE;1122;11;28;26;08B;1150205;1898722;2025;2025 Feb 15 03:41:40 PM;41.8779991;-87.72394823;POINT (-87.723948226 41.877999103)
13742650;JJ141966;02/07/2025 13.34;052XX S LOOMIS BLVD;460;BATTERY;SIMPLE;APARTMENT;TRUE;FALSE;934;9;20;61;08B;1167884;1870064;2025;2025 Feb 15 03:41:40 PM;41.79899602;-87.65986029;POINT (-87.659860293 41.798996015)
13743844;JJ142667;02/07/2025 13.32;014XX E HYDE PARK BLVD;890;THEFT;FROM BUILDING;APARTMENT;FALSE;FALSE;234;2;4;41;6;1186509;1871467;2025;2025 Feb 15 03:41:40 PM;41.80242522;-87.59151444;POINT (-87.59151444 41.802425216)
13742586;JJ141927;02/07/2025 13.30;005XX N STATE ST;560;ASSAULT;SIMPLE;GROCERY FOOD STORE;FALSE;FALSE;1831;18;42;8;08A;1176272;1904025;2025;2025 Feb 15 03:41:40 PM;41.89200307;-87.62807696;POINT (-87.628076963 41.89200307)
13742692;JJ142010;02/07/2025 13.30;084XX S DREXEL AVE;460;BATTERY;SIMPLE;RESIDENCE;FALSE;FALSE;632;6;8;44;08B;1183692;1849271;2025;2025 Feb 15 03:41:40 PM;41.74158356;-87.60253714;POINT (-87.602537135 41.741583562)
13742816;JJ142325;02/07/2025 13.30;041XX N ASHLAND AVE;4386;OTHER OFFENSE;VIOLATION OF CIVIL NO CONTACT ORDER;APARTMENT;FALSE;FALSE;1912;19;47;6;26;1164914;1927544;2025;2025 Feb 15 03:41:40 PM;41.95678922;-87.66912066;POINT (-87.669120657 41.956789218)
13743131;JJ142418;02/07/2025 13.30;013XX W 103RD ST;1153;DECEPTIVE PRACTICE;FINANCIAL IDENTITY THEFT OVER $ 300;BANK;FALSE;FALSE;2212;22;19;72;11;1168916;1836463;2025;2025 Feb 15 03:41:40 PM;41.70676809;-87.65704431;POINT (-87.657044306 41.706768086)
13744443;JJ143382;02/07/2025 13.30;097XX S OGLESBY AVE;1310;CRIMINAL DAMAGE;TO PROPERTY;OTHER (SPECIFY);FALSE;FALSE;431;4;7;51;14;1193800;1840675;2025;2025 Feb 15 03:41:40 PM;41.71775383;-87.56578333;POINT (-87.565783334 41.717753833)
13743331;JJ141946;02/07/2025 13.26;013XX S CANAL ST;1330;CRIMINAL TRESPASS;TO LAND;GROCERY FOOD STORE;FALSE;FALSE;124;1;28;28;26;1173336;1893976;2025;2025 Feb 15 03:41:40 PM;41.86449368;-87.639158;POINT (-87.639158 41.864493678)
13742610;JJ141923;02/07/2025 13.25;079XX S WABASH AVE;486;BATTERY;DOMESTIC BATTERY SIMPLE;APARTMENT;FALSE;TRUE;623;6;6;44;08B;1178087;1852434;2025;2025 Feb 15 03:41:40 PM;41.75039199;-87.62297778;POINT (-87.622977784 41.750391991)
13742824;JJ142207;02/07/2025 13.25;066XX S STONY ISLAND AVE;460;BATTERY;SIMPLE;SCHOOL - PUBLIC BUILDING;FALSE;FALSE;321;3;5;42;08B;1188012;1861466;2025;2025 Feb 15 03:41:40 PM;41.77494599;-87.58632106;POINT (-87.586321063 41.774945985)
13742658;JJ141921;02/07/2025 13.21;005XX E 111TH ST;143A;WEAPONS VIOLATION;UNLAWFUL POSSESSION - HANDGUN;STREET;TRUE;FALSE;531;5;9;50;15;1182129;1831474;2025;2025 Feb 15 03:41:40 PM;41.69278267;-87.60881258;POINT (-87.608812578 41.69278267)
13743016;JJ142440;02/07/2025 13.20;074XX S MAPLEWOOD AVE;2820;OTHER OFFENSE;TELEPHONE THREAT;OTHER (SPECIFY);FALSE;TRUE;835;8;18;66;08A;1160664;1855252;2025;2025 Feb 15 03:41:40 PM;41.758502;-87.68674623;POINT (-87.686746231 41.758502003)
13742953;JJ142076;02/07/2025 13.15;035XX E 118TH ST;860;THEFT;RETAIL THEFT;DEPARTMENT STORE;FALSE;FALSE;433;4;10;55;6;1201755;1827333;2025;2025 Feb 15 03:41:40 PM;41.68094392;-87.5370998;POINT (-87.537099797 41.68094392)
13743036;JJ142323;02/07/2025 13.15;030XX N CLIFTON AVE;620;BURGLARY;UNLAWFUL ENTRY;APARTMENT;FALSE;FALSE;1933;19;44;6;5;1168093;1920251;2025;2025 Feb 15 03:41:40 PM;41.93670871;-87.65764517;POINT (-87.657645174 41.936708707)
13745601;JJ144889;02/07/2025 13.15;007XX W Wellington Ave;1130;DECEPTIVE PRACTICE;FRAUD OR CONFIDENCE GAME;APARTMENT;FALSE;FALSE;1934;19;44;6;11;1170924;1920179;2025;2025 Feb 15 03:41:40 PM;41.93644944;-87.64724308;POINT (-87.647243078 41.936449437)
13742773;JJ141919;02/07/2025 13.13;002XX N MICHIGAN AVE;460;BATTERY;SIMPLE;COMMERCIAL / BUSINESS OFFICE;FALSE;FALSE;114;1;42;32;08B;1177257;1901899;2025;2025 Feb 15 03:41:40 PM;41.88614694;-87.62452403;POINT (-87.624524028 41.886146944)
13743030;JJ142414;02/07/2025 13.10;054XX S ASHLAND AVE;910;MOTOR VEHICLE THEFT;AUTOMOBILE;STREET;FALSE;FALSE;934;9;16;61;7;1166601;1868559;2025;2025 Feb 15 03:41:40 PM;41.79489361;-87.66460829;POINT (-87.664608288 41.794893605)
13743253;JJ141894;02/07/2025 13.00;027XX W DIVISION ST;860;THEFT;RETAIL THEFT;SMALL RETAIL STORE;FALSE;FALSE;1423;14;26;24;6;1158012;1907868;2025;2025 Feb 15 03:41:40 PM;41.90294087;-87.69503287;POINT (-87.695032866 41.902940868)
13743534;JJ143071;02/07/2025 13.00;030XX N AVERS AVE;1581;SEX OFFENSE;NON-CONSENSUAL DISSEMINATION OF PRIVATE SEXUAL IMAGES;RESIDENCE;FALSE;FALSE;2523;25;31;21;17;1150424;1919927;2025;2025 Feb 15 03:41:40 PM;41.93618341;-87.72258974;POINT (-87.722589739 41.936183406)
13744890;JJ144676;02/07/2025 13.00;022XX W JACKSON BLVD;810;THEFT;OVER $500;STREET;FALSE;FALSE;1225;12;27;28;6;1161324;1898653;2025;2025 Feb 15 03:41:40 PM;41.87758587;-87.68312375;POINT (-87.683123746 41.877585867)
13745232;JJ145159;02/07/2025 13.00;018XX W 115TH ST;1320;CRIMINAL DAMAGE;TO VEHICLE;STREET;FALSE;FALSE;2234;22;21;75;14;1166257;1828407;2025;2025 Feb 15 03:41:40 PM;41.68471796;-87.66700975;POINT (-87.667009752 41.684717959)
13747055;JJ147238;02/07/2025 13.00;004XX E 91ST ST;1153;DECEPTIVE PRACTICE;FINANCIAL IDENTITY THEFT OVER $ 300;RESIDENCE;FALSE;FALSE;633;6;8;44;11;1180796;1844739;2025;2025 Feb 15 03:41:40 PM;41.72921422;-87.61328678;POINT (-87.613286779 41.729214216)
13742985;JJ142077;02/07/2025 12.55;008XX W KINZIE ST;810;THEFT;OVER $500;PARKING LOT / GARAGE (NON RESIDENTIAL);FALSE;FALSE;1214;12;27;24;6;1170846;1902903;2025;2025 Feb 15 03:41:40 PM;41.88904488;-87.64803703;POINT (-87.648037032 41.889044884)
13743823;JJ142668;02/07/2025 12.52;068XX W BELMONT AVE;860;THEFT;RETAIL THEFT;CONVENIENCE STORE;FALSE;FALSE;2511;25;36;18;6;1130394;1920510;2025;2025 Feb 15 03:41:40 PM;41.9381512;-87.79618975;POINT (-87.796189752 41.938151196)
13742568;JJ141877;02/07/2025 12.50;052XX W MADISON ST;860;THEFT;RETAIL THEFT;SMALL RETAIL STORE;FALSE;FALSE;1522;15;37;25;6;1141512;1899523;2025;2025 Feb 15 03:41:40 PM;41.88036208;-87.75584744;POINT (-87.755847438 41.880362084)
13743840;JJ142761;02/07/2025 12.50;049XX S LA CROSSE AVE;1305;CRIMINAL DAMAGE;CRIMINAL DEFACEMENT;ALLEY;FALSE;FALSE;814;8;22;56;14;1144858;1871523;2025;2025 Feb 15 03:41:40 PM;41.80346376;-87.74426628;POINT (-87.744266284 41.803463762)
13742651;JJ141895;02/07/2025 12.49;039XX E 106TH ST;860;THEFT;RETAIL THEFT;DEPARTMENT STORE;FALSE;FALSE;432;4;10;52;6;1204206;1835283;2025;2025 Feb 15 03:41:40 PM;41.70269688;-87.52785601;POINT (-87.527856005 41.702696883)
13742636;JJ141868;02/07/2025 12.46;105XX S INDIANA AVE;460;BATTERY;SIMPLE;RESIDENCE;FALSE;TRUE;512;5;9;49;08B;1179445;1835176;2025;2025 Feb 15 03:41:40 PM;41.703003;-87.61852664;POINT (-87.618526638 41.703003004)
13742681;JJ141988;02/07/2025 12.45;014XX W ERIE ST;810;THEFT;OVER $500;STREET;FALSE;FALSE;1215;12;27;24;6;1166274;1904447;2025;2025 Feb 15 03:41:40 PM;41.8933807;-87.66478296;POINT (-87.664782957 41.893380702)
13742868;JJ142339;02/07/2025 12.44;023XX S SACRAMENTO AVE;1130;DECEPTIVE PRACTICE;FRAUD OR CONFIDENCE GAME;APARTMENT;FALSE;FALSE;1033;10;25;30;11;1156725;1888380;2025;2025 Feb 15 03:41:40 PM;41.84949003;-87.70028824;POINT (-87.700288244 41.849490033)
13742606;JJ141884;02/07/2025 12.40;046XX N ASHLAND AVE;630;BURGLARY;ATTEMPT FORCIBLE ENTRY;APARTMENT;FALSE;FALSE;1912;19;47;3;5;1164823;1930834;2025;2025 Feb 15 03:41:40 PM;41.96581905;-87.66936148;POINT (-87.669361477 41.965819052)
13742775;JJ142136;02/07/2025 12.40;027XX N SAYRE AVE;2825;OTHER OFFENSE;HARASSMENT BY TELEPHONE;APARTMENT;FALSE;FALSE;2512;25;36;18;26;1129120;1917421;2025;2025 Feb 15 03:41:40 PM;41.92969642;-87.80094257;POINT (-87.800942566 41.929696415)
